# Matter power spectrum P(k) at redshift z=0
# for k=1.02269e-05 to 30.2913 h/Mpc,
# number of wavenumbers equal to 1163
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.022687392990e-05       5.122473028712e+01 
       1.034529554880e-05       5.179819804618e+01 
       1.046508842541e-05       5.237808577336e+01 
       1.058626843816e-05       5.296446534030e+01 
       1.070885164932e-05       5.355740941681e+01 
       1.083285430717e-05       5.415699149003e+01 
       1.095829284812e-05       5.476328586748e+01 
       1.108518389892e-05       5.537636743925e+01 
       1.121354427884e-05       5.599631360559e+01 
       1.134339100191e-05       5.662319378969e+01 
       1.147474127917e-05       5.725709776414e+01 
       1.160761252096e-05       5.789809770483e+01 
       1.174202233921e-05       5.854627360192e+01 
       1.187798854981e-05       5.920170385107e+01 
       1.201552917492e-05       5.986447361841e+01 
       1.215466244541e-05       6.053466942052e+01 
       1.229540680324e-05       6.121236041646e+01 
       1.243778090392e-05       6.189763859509e+01 
       1.258180361900e-05       6.259058480653e+01 
       1.272749403851e-05       6.329129981757e+01 
       1.287487147357e-05       6.399984494796e+01 
       1.302395545890e-05       6.471633731176e+01 
       1.317476575542e-05       6.544084268163e+01 
       1.332732235287e-05       6.617345358078e+01 
       1.348164547246e-05       6.691427123562e+01 
       1.363775556956e-05       6.766338223453e+01 
       1.379567333638e-05       6.842087941439e+01 
       1.395541970477e-05       6.918685664860e+01 
       1.411701584892e-05       6.996140886238e+01 
       1.428048318823e-05       7.074462951121e+01 
       1.444584339011e-05       7.153662344278e+01 
       1.461311837289e-05       7.233748502255e+01 
       1.478233030869e-05       7.314730124468e+01 
       1.495350162635e-05       7.396619225031e+01 
       1.512665501446e-05       7.479424446268e+01 
       1.530181342430e-05       7.563158341047e+01 
       1.547900007294e-05       7.647827792550e+01 
       1.565823844628e-05       7.733444754714e+01 
       1.583955230216e-05       7.820021406195e+01 
       1.602296567354e-05       7.907566280644e+01 
       1.620850287166e-05       7.996092161117e+01 
       1.639618848929e-05       8.085608939536e+01 
       1.658604740393e-05       8.176128179722e+01 
       1.677810478120e-05       8.267660414994e+01 
       1.697238607808e-05       8.360215674625e+01 
       1.716891704636e-05       8.453808928411e+01 
       1.736772373599e-05       8.548448635545e+01 
       1.756883249858e-05       8.644148829329e+01 
       1.777226999090e-05       8.740920248930e+01 
       1.797806317836e-05       8.838775157300e+01 
       1.818623933861e-05       8.937725186685e+01 
       1.839682606519e-05       9.037783130625e+01 
       1.860985127114e-05       9.138961263128e+01 
       1.882534319272e-05       9.241272655226e+01 
       1.904333039315e-05       9.344727884249e+01 
       1.926384176639e-05       9.449342439291e+01 
       1.948690654099e-05       9.555127267752e+01 
       1.971255428395e-05       9.662096961388e+01 
       1.994081490463e-05       9.770262569117e+01 
       2.017171865872e-05       9.879640539951e+01 
       2.040529615227e-05       9.990242597173e+01 
       2.064157834573e-05       1.010208254574e+02 
       2.088059655804e-05       1.021517475774e+02 
       2.112238247080e-05       1.032953324759e+02 
       2.136696813248e-05       1.044517114858e+02 
       2.161438596264e-05       1.056210379834e+02 
       2.186466875625e-05       1.068034643258e+02 
       2.211784968802e-05       1.079991097689e+02 
       2.237396231681e-05       1.092081522697e+02 
       2.263304059007e-05       1.104307196111e+02 
       2.289511884835e-05       1.116669785101e+02 
       2.316023182983e-05       1.129170725654e+02 
       2.342841467495e-05       1.141811658249e+02 
       2.369970293106e-05       1.154594075423e+02 
       2.397413255712e-05       1.167519570256e+02 
       2.425173992849e-05       1.180589844725e+02 
       2.453256184172e-05       1.193806399646e+02 
       2.481663551944e-05       1.207170665833e+02 
       2.510399861532e-05       1.220684747973e+02 
       2.539468921903e-05       1.234349754140e+02 
       2.568874586128e-05       1.248168321667e+02 
       2.598620751898e-05       1.262141355453e+02 
       2.628711362033e-05       1.276270802257e+02 
       2.659150405012e-05       1.290558275256e+02 
       2.689941915497e-05       1.305005754776e+02 
       2.721089974870e-05       1.319614950906e+02 
       2.752598711771e-05       1.334387699169e+02 
       2.784472302650e-05       1.349325820344e+02 
       2.816714972316e-05       1.364431093409e+02 
       2.849330994501e-05       1.379705485426e+02 
       2.882324692423e-05       1.395150853005e+02 
       2.915700439361e-05       1.410769115272e+02 
       2.949462659235e-05       1.426562197037e+02 
       2.983615827189e-05       1.442532057796e+02 
       3.018164470189e-05       1.458680677631e+02 
       3.053113167620e-05       1.475010056068e+02 
       3.088466551895e-05       1.491522194093e+02 
       3.124229309066e-05       1.508219182366e+02 
       3.160406179447e-05       1.525103077862e+02 
       3.197001958245e-05       1.542175926056e+02 
       3.234021496189e-05       1.559439894217e+02 
       3.271469700180e-05       1.576897100842e+02 
       3.309351533936e-05       1.594549708184e+02 
       3.347672018653e-05       1.612400042128e+02 
       3.386436233670e-05       1.630450034855e+02 
       3.425649317142e-05       1.648701918863e+02 
       3.465316466720e-05       1.667158237255e+02 
       3.505442940243e-05       1.685821132948e+02 
       3.546034056430e-05       1.704692927046e+02 
       3.587095195590e-05       1.723775902938e+02 
       3.628631800334e-05       1.743072555978e+02 
       3.670649376292e-05       1.762585156124e+02 
       3.713153492848e-05       1.782316166213e+02 
       3.756149783879e-05       1.802267989218e+02 
       3.799643948495e-05       1.822443089021e+02 
       3.843641751800e-05       1.842844116133e+02 
       3.888149025657e-05       1.863473297752e+02 
       3.933171669455e-05       1.884333527531e+02 
       3.978715650898e-05       1.905427080914e+02 
       4.024787006790e-05       1.926756819679e+02 
       4.071391843841e-05       1.948325274232e+02 
       4.118536339471e-05       1.970135124919e+02 
       4.166226742632e-05       1.992189090395e+02 
       4.214469374634e-05       2.014489862520e+02 
       4.263270629988e-05       2.037040148790e+02 
       4.312636977245e-05       2.059842881546e+02 
       4.362574959863e-05       2.082900831987e+02 
       4.413091197066e-05       2.106216960760e+02 
       4.464192384727e-05       2.129793891467e+02 
       4.515885296253e-05       2.153634500134e+02 
       4.568176783484e-05       2.177742138123e+02 
       4.621073777600e-05       2.202119612420e+02 
       4.674583290039e-05       2.226769793431e+02 
       4.728712413430e-05       2.251695845777e+02 
       4.783468322530e-05       2.276900849908e+02 
       4.838858275174e-05       2.302387770398e+02 
       4.894889613242e-05       2.328160152647e+02 
       4.951569763626e-05       2.354220824562e+02 
       5.008906239218e-05       2.380573073676e+02 
       5.066906639907e-05       2.407220375330e+02 
       5.125578653583e-05       2.434165769501e+02 
       5.184930057158e-05       2.461412482904e+02 
       5.244968717596e-05       2.488964532956e+02 
       5.305702592956e-05       2.516824503129e+02 
       5.367139733447e-05       2.544996599102e+02 
       5.429288282497e-05       2.573483423220e+02 
       5.492156477828e-05       2.602289290883e+02 
       5.555752652552e-05       2.631417438725e+02 
       5.620085236271e-05       2.660871640451e+02 
       5.685162756201e-05       2.690655322752e+02 
       5.750993838297e-05       2.720772043624e+02 
       5.817587208396e-05       2.751225956739e+02 
       5.884951693379e-05       2.782020664854e+02 
       5.953096222334e-05       2.813159638018e+02 
       6.022029827745e-05       2.844647338775e+02 
       6.091761646687e-05       2.876487174341e+02 
       6.162300922037e-05       2.908683371069e+02 
       6.233657003700e-05       2.941239643118e+02 
       6.305839349846e-05       2.974160274342e+02 
       6.378857528168e-05       3.007448961900e+02 
       6.452721217146e-05       3.041110150771e+02 
       6.527440207332e-05       3.075148083724e+02 
       6.603024402647e-05       3.109566495706e+02 
       6.679483821694e-05       3.144370129312e+02 
       6.756828599087e-05       3.179563186598e+02 
       6.835068986792e-05       3.215149671032e+02 
       6.914215355488e-05       3.251134238707e+02 
       6.994278195940e-05       3.287521521046e+02 
       7.075268120391e-05       3.324315842489e+02 
       7.157195863967e-05       3.361521616656e+02 
       7.240072286103e-05       3.399143554644e+02 
       7.323908371979e-05       3.437186369752e+02 
       7.408715233976e-05       3.475654603702e+02 
       7.494504113152e-05       3.514553311457e+02 
       7.581286380731e-05       3.553886778346e+02 
       7.669073539608e-05       3.593660279903e+02 
       7.757877225876e-05       3.633878604249e+02 
       7.847709210366e-05       3.674546714181e+02 
       7.938581400213e-05       3.715669778632e+02 
