# Matter power spectrum P(k) at redshift z=0.5
# for k=2.1122e-07 to 30.2907 h/Mpc,
# number of wavenumbers equal to 1500
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       2.112196734292e-07       5.919007181474e-01 
       2.136654819764e-07       5.985271661400e-01 
       2.161396116519e-07       6.052277985616e-01 
       2.186423903988e-07       6.120034459215e-01 
       2.211741499577e-07       6.188549480280e-01 
       2.237352259106e-07       6.257831540906e-01 
       2.263259577253e-07       6.327889228262e-01 
       2.289466888007e-07       6.398731225649e-01 
       2.315977665116e-07       6.470366313577e-01 
       2.342795422556e-07       6.542803370864e-01 
       2.369923714992e-07       6.616051375700e-01 
       2.397366138249e-07       6.690119406819e-01 
       2.425126329791e-07       6.765016644604e-01 
       2.453207969201e-07       6.840752372191e-01 
       2.481614778671e-07       6.917335976632e-01 
       2.510350523491e-07       6.994776950082e-01 
       2.539419012554e-07       7.073084890978e-01 
       2.568824098857e-07       7.152269505209e-01 
       2.598569680011e-07       7.232340607309e-01 
       2.628659698762e-07       7.313308121682e-01 
       2.659098143509e-07       7.395182083846e-01 
       2.689889048834e-07       7.477972641674e-01 
       2.721036496039e-07       7.561690056649e-01 
       2.752544613684e-07       7.646344705129e-01 
       2.784417578137e-07       7.731947079646e-01 
       2.816659614123e-07       7.818507790195e-01 
       2.849274995291e-07       7.906037565548e-01 
       2.882268044773e-07       7.994547254581e-01 
       2.915643135762e-07       8.084047827606e-01 
       2.949404692091e-07       8.174550377795e-01 
       2.983557188817e-07       8.266066122496e-01 
       3.018105152816e-07       8.358606404644e-01 
       3.053053163385e-07       8.452182694141e-01 
       3.088405852843e-07       8.546806589300e-01 
       3.124167907152e-07       8.642489818292e-01 
       3.160344066534e-07       8.739244240594e-01 
       3.196939126098e-07       8.837081848438e-01 
       3.233957936480e-07       8.936014768305e-01 
       3.271405404484e-07       9.036055262441e-01 
       3.309286493731e-07       9.137215730379e-01 
       3.347606225318e-07       9.239508710468e-01 
       3.386369678484e-07       9.342946881421e-01 
       3.425581991283e-07       9.447543063891e-01 
       3.465248361265e-07       9.553310222059e-01 
       3.505374046163e-07       9.660261465247e-01 
       3.545964364594e-07       9.768410049531e-01 
       3.587024696761e-07       9.877769379407e-01 
       3.628560485167e-07       9.988353009427e-01 
       3.670577235334e-07       1.010017464590e+00 
       3.713080516538e-07       1.021324814856e+00 
       3.756075962543e-07       1.032758753233e+00 
       3.799569272348e-07       1.044320696902e+00 
