# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_fld            13:(.)w_fld              14:(.)rho_ur             15:(.)rho_crit           16:(.)rho_tot            17:(.)p_tot              18:(.)p_tot_prime        19:gr.fac. D             20:gr.fac. f          
       1.000000000000e+14       7.559518509164e-26       4.634785000235e-09       2.157256292800e+22       1.418757115302e+04       1.418757115302e-10       1.418757115302e+18       2.676317464534e-09       2.751560535470e+44       1.997874440650e+33       1.298618386422e+34       1.923195395284e+17      -4.000000000000e-01       1.902194177205e+44       4.653754712825e+44       4.653754712825e+44       1.551251570892e+44      -1.338578885209e+53       6.397975840936e-06       2.000000000000e+00 
       9.893085837570e+13       7.723792191028e-26       4.685716703534e-09       2.111374631022e+22       1.418757115302e+04       1.434089563758e-10       1.403588592435e+18       2.705240315136e-09       2.635761930281e+44       1.934476786707e+33       1.257409911360e+34       1.886342759766e+17      -4.000000000000e-01       1.822140902098e+44       4.457902832525e+44       4.457902832525e+44       1.485967610793e+44      -1.268536174642e+53       6.535519270851e-06       1.957908951308e+00 
       9.787314738953e+13       7.891635649639e-26       4.736648406833e-09       2.066468804566e+22       1.418757115302e+04       1.449587709339e-10       1.388582242559e+18       2.734475733400e-09       2.524836674885e+44       1.873090902095e+33       1.217509086362e+34       1.850196301804e+17      -4.000000000000e-01       1.745456645219e+44       4.270293320244e+44       4.270293320244e+44       1.423431106701e+44      -1.202158531079e+53       6.673062700763e-06       1.917553042084e+00 
       9.682674483178e+13       8.063126465427e-26       4.787580110133e-09       2.022518058852e+22       1.418757115302e+04       1.465253342728e-10       1.373736331816e+18       2.764027097610e-09       2.418579675807e+44       1.813652948239e+33       1.178874416355e+34       1.814742489079e+17      -4.000000000000e-01       1.671999622440e+44       4.090579298382e+44       4.090579298382e+44       1.363526432749e+44      -1.139254175589e+53       6.810606130675e-06       1.878827146412e+00 
       9.579152979933e+13       8.238343897622e-26       4.838511813432e-09       1.979502080720e+22       1.418757115302e+04       1.481088273957e-10       1.359049144885e+18       2.793897822164e-09       2.316794470871e+44       1.756101112325e+33       1.141465723011e+34       1.779968049068e+17      -4.000000000000e-01       1.601634016574e+44       3.918428487576e+44       3.918428487576e+44       1.306142829148e+44      -1.079641364297e+53       6.948149560587e-06       1.841634462565e+00 
       9.476738268169e+13       8.417368929444e-26       4.891262506135e-09       1.937400989043e+22       1.418757115302e+04       1.497094332623e-10       1.344518984782e+18       2.824091358398e-09       2.219292865953e+44       1.700375543019e+33       1.105244102963e+34       1.745859963327e+17      -4.000000000000e-01       1.534229726263e+44       3.753522592343e+44       3.753522592343e+44       1.251174197405e+44      -1.023147863294e+53       7.085692990499e-06       1.805885705027e+00 
       9.375418514718e+13       8.600284301752e-26       4.944013198838e-09       1.896195325532e+22       1.418757115302e+04       1.513273368090e-10       1.330144172669e+18       2.854611194904e-09       2.125894587024e+44       1.646418288221e+33       1.070171887344e+34       1.712405463194e+17      -4.000000000000e-01       1.469662125423e+44       3.595556712570e+44       3.595556712570e+44       1.198518904149e+44      -9.696104510072e+52       7.223236420410e-06       1.771498388940e+00 
       9.275182012925e+13       8.787174554127e-26       4.998582880944e-09       1.855866045752e+22       1.418757115302e+04       1.529627249713e-10       1.315923047656e+18       2.885460857997e-09       2.036426946831e+44       1.594173234800e+33       1.036212602620e+34       1.679592024567e+17      -4.000000000000e-01       1.407811832824e+44       3.444238779775e+44       3.444238779775e+44       1.148079593218e+44      -9.188744466279e+52       7.360779850320e-06       1.738396194675e+00 
       9.176017181296e+13       8.978126063702e-26       5.051333573647e-09       1.816394510311e+22       1.418757115302e+04       1.546157867047e-10       1.301853966610e+18       2.916643912102e-09       1.950724525616e+44       1.543586050236e+33       1.003330932653e+34       1.647407363277e+17      -4.000000000000e-01       1.348564491358e+44       3.299289017089e+44       3.299289017089e+44       1.099763005658e+44      -8.707932632003e+52       7.498323280230e-06       1.706508402395e+00 
       9.077912562158e+13       9.173227083873e-26       5.105903255753e-09       1.777762476253e+22       1.418757115302e+04       1.562867130067e-10       1.287935303965e+18       2.948163960156e-09       1.868628865258e+44       1.494604126121e+33       9.714926819786e+33       1.615839430641e+17      -4.000000000000e-01       1.291810556602e+44       3.160439421972e+44       3.160439421972e+44       1.053479807287e+44      -8.252279841036e+52       7.635866710139e-06       1.675769387719e+00 
       8.980856820338e+13       9.372567786452e-26       5.162291927263e-09       1.739952088619e+22       1.418757115302e+04       1.579756969390e-10       1.274165451537e+18       2.980024644036e-09       1.789988176302e+44       1.447176523444e+33       9.406647402388e+33       1.584876408789e+17      -4.000000000000e-01       1.237445094279e+44       3.027433270690e+44       3.027433270690e+44       1.009144423527e+44      -7.820469616920e+52       7.773410140048e-06       1.646118170920e+00 
       8.884838741853e+13       9.576240303007e-26       5.216861609370e-09       1.702945872202e+22       1.418757115302e+04       1.596829336495e-10       1.260542818332e+18       3.012229644984e-09       1.714657057307e+44       1.401253919621e+33       9.108150477536e+33       1.554506706272e+17      -4.000000000000e-01       1.185367586236e+44       2.900024643649e+44       2.900024643649e+44       9.666748811811e+43      -7.411254369373e+52       7.910953569957e-06       1.617498013155e+00 
       8.789847232612e+13       9.784338767284e-26       5.273250280879e-09       1.666726723464e+22       1.418757115302e+04       1.614086203954e-10       1.247065830369e+18       3.044782684024e-09       1.642496226007e+44       1.356788557197e+33       8.819125621778e+33       1.524718953746e+17      -4.000000000000e-01       1.135481744601e+44       2.777977970709e+44       2.777977970709e+44       9.259926568692e+43      -7.023451789739e+52       8.048496999866e-06       1.589856054091e+00 
       8.695871317136e+13       9.996959358265e-26       5.331457941793e-09       1.631277902637e+22       1.418757115302e+04       1.631529565653e-10       1.233732930494e+18       3.077687522388e-09       1.573372261788e+44       1.313734194184e+33       8.539272262193e+33       1.495501999772e+17      -4.000000000000e-01       1.087695333746e+44       2.661067595632e+44       2.661067595632e+44       8.870225318445e+43      -6.655941435047e+52       8.186040429775e-06       1.563142986080e+00 
       8.602900137289e+13       1.021420034480e-25       5.387846613303e-09       1.596583025981e+22       1.418757115302e+04       1.649161437028e-10       1.220542578201e+18       3.110947961956e-09       1.507157359005e+44       1.272046055970e+33       8.268299363804e+33       1.466844906621e+17      -4.000000000000e-01       1.041919999751e+44       2.549077358851e+44       2.549077358851e+44       8.496924529186e+43      -6.307661490822e+52       8.323583859684e-06       1.537312760619e+00 
       8.510922951025e+13       1.043616213140e-25       5.446054274216e-09       1.562626058215e+22       1.418757115302e+04       1.666983855296e-10       1.207493249456e+18       3.144567845694e-09       1.443729090674e+44       1.231680788757e+33       8.005925126918e+33       1.438736946145e+17      -4.000000000000e-01       9.980711070464e+43       2.441800197813e+44       2.441800197813e+44       8.139333992402e+43      -5.977605703274e+52       8.461127289593e-06       1.512322323448e+00 
       8.419929131143e+13       1.066294730448e-25       5.506080924533e-09       1.529391305104e+22       1.418757115302e+04       1.684998879687e-10       1.194583436515e+18       3.178551058102e-09       1.382970182115e+44       1.192596414471e+33       7.751876694064e+33       1.411167595761e+17      -4.000000000000e-01       9.560675819248e+43       2.339037764129e+44       2.339037764129e+44       7.796792546798e+43      -5.664820472025e+52       8.598670719502e-06       1.488131375071e+00 
       8.329908164066e+13       1.089466067983e-25       5.564288585447e-09       1.496863406208e+22       1.418757115302e+04       1.703208591690e-10       1.181811647758e+18       3.212901525657e-09       1.324768294116e+44       1.154752287113e+33       7.505889866236e+33       1.384126534524e+17      -4.000000000000e-01       9.158317626413e+43       2.240600056844e+44       2.240600056844e+44       7.468666855858e+43      -5.368402094956e+52       8.736214149411e-06       1.464702153905e+00 
       8.240849648618e+13       1.113140935064e-25       5.624315235764e-09       1.465027327778e+22       1.418757115302e+04       1.721615095284e-10       1.169176407511e+18       3.247623217272e-09       1.269015815230e+44       1.118109050482e+33       7.267708828135e+33       1.357603639230e+17      -4.000000000000e-01       8.772892558222e+43       2.146305071136e+44       2.146305071136e+44       7.154350236842e+43      -5.087494157220e+52       8.873757579321e-06       1.441999239585e+00 
       8.152743294829e+13       1.137330273719e-25       5.686160875484e-09       1.433868355813e+22       1.418757115302e+04       1.740220517187e-10       1.156676255877e+18       3.282720144747e-09       1.215609662805e+44       1.082628597251e+33       7.037085882135e+33       1.331588980677e+17      -4.000000000000e-01       8.403687989172e+43       2.055978461803e+44       2.055978461803e+44       6.853261539073e+43      -4.821285056883e+52       9.011301009230e-06       1.419989374292e+00 
       8.065578922741e+13       1.162045263779e-25       5.748006515205e-09       1.403372089257e+22       1.418757115302e+04       1.759027007103e-10       1.144309748567e+18       3.318196363241e-09       1.164451092389e+44       1.048274029337e+33       6.813781190687e+33       1.306072819942e+17      -4.000000000000e-01       8.050021284391e+43       1.969453220907e+44       1.969453220907e+44       6.564844069427e+43      -4.569005660032e+52       9.148844439140e-06       1.398641300198e+00 
       7.979346461238e+13       1.187297328031e-25       5.809852154925e-09       1.373524433343e+22       1.418757115302e+04       1.778036737964e-10       1.132075456734e+18       3.354055971736e-09       1.115445515164e+44       1.015009619523e+33       6.597562526903e+33       1.281045604726e+17      -4.000000000000e-01       7.711238537489e+43       1.886569368989e+44       1.886569368989e+44       6.288564563044e+43      -4.329927078592e+52       9.286387869050e-06       1.377925611349e+00 
