# Matter power spectrum P(k) at redshift z=0
# for k=1.02269e-05 to 30.2913 h/Mpc,
# number of wavenumbers equal to 1163
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.022687392990e-05       5.122373160589e+01 
       1.034529554880e-05       5.179716467914e+01 
       1.046508842541e-05       5.237701651916e+01 
       1.058626843816e-05       5.296335894820e+01 
       1.070885164932e-05       5.355626459810e+01 
       1.083285430717e-05       5.415580691185e+01 
       1.095829284812e-05       5.476206015062e+01 
       1.108518389892e-05       5.537509920655e+01 
       1.121354427884e-05       5.599500123750e+01 
       1.134339100191e-05       5.662183588868e+01 
       1.147474127917e-05       5.725569271056e+01 
       1.160761252096e-05       5.789664385637e+01 
       1.174202233921e-05       5.854476926629e+01 
       1.187798854981e-05       5.920014723893e+01 
       1.201552917492e-05       5.986286294357e+01 
       1.215466244541e-05       6.053300280671e+01 
       1.229540680324e-05       6.121063593834e+01 
       1.243778090392e-05       6.189585424333e+01 
       1.258180361900e-05       6.258873848144e+01 
       1.272749403851e-05       6.328938938766e+01 
       1.287487147357e-05       6.399786817796e+01 
       1.302395545890e-05       6.471429190607e+01 
       1.317476575542e-05       6.543872626266e+01 
       1.332732235287e-05       6.617126367858e+01 
       1.348164547246e-05       6.691200530440e+01 
       1.363775556956e-05       6.766103762944e+01 
       1.379567333638e-05       6.841845340581e+01 
       1.395541970477e-05       6.918434641427e+01 
       1.411701584892e-05       6.995881148416e+01 
       1.428048318823e-05       7.074194198273e+01 
       1.444584339011e-05       7.153384247119e+01 
       1.461311837289e-05       7.233460761973e+01 
       1.478233030869e-05       7.314433124319e+01 
       1.495350162635e-05       7.396311151124e+01 
       1.512665501446e-05       7.479105707764e+01 
       1.530181342430e-05       7.562828491951e+01 
       1.547900007294e-05       7.647486513071e+01 
       1.565823844628e-05       7.733091635582e+01 
       1.583955230216e-05       7.819655995439e+01 
       1.602296567354e-05       7.907188222205e+01 
       1.620850287166e-05       7.995700992814e+01 
       1.639618848929e-05       8.085204192031e+01 
       1.658604740393e-05       8.175709405018e+01 
       1.677810478120e-05       8.267227088219e+01 
       1.697238607808e-05       8.359767310904e+01 
       1.716891704636e-05       8.453344707515e+01 
       1.736772373599e-05       8.547968612770e+01 
       1.756883249858e-05       8.643652151943e+01 
       1.777226999090e-05       8.740407360218e+01 
       1.797806317836e-05       8.838243427675e+01 
       1.818623933861e-05       8.937174996360e+01 
       1.839682606519e-05       9.037213851281e+01 
       1.860985127114e-05       9.138372234466e+01 
       1.882534319272e-05       9.240663193990e+01 
       1.904333039315e-05       9.344097351085e+01 
       1.926384176639e-05       9.448689932664e+01 
       1.948690654099e-05       9.554452264165e+01 
       1.971255428395e-05       9.661398442397e+01 
       1.994081490463e-05       9.769539815814e+01 
       2.017171865872e-05       9.878892716900e+01 
       2.040529615227e-05       9.989468841608e+01 
       2.064157834573e-05       1.010128195342e+02 
       2.088059655804e-05       1.021434641068e+02 
       2.112238247080e-05       1.032867617563e+02 
       2.136696813248e-05       1.044428446458e+02 
       2.161438596264e-05       1.056118618967e+02 
       2.186466875625e-05       1.067939704352e+02 
       2.211784968802e-05       1.079892870543e+02 
       2.237396231681e-05       1.091979888958e+02 
       2.263304059007e-05       1.104202040630e+02 
       2.289511884835e-05       1.116560984294e+02 
       2.316023182983e-05       1.129058139089e+02 
       2.342841467495e-05       1.141695184003e+02 
       2.369970293106e-05       1.154473565162e+02 
       2.397413255712e-05       1.167394884211e+02 
       2.425173992849e-05       1.180460821441e+02 
       2.453256184172e-05       1.193672919052e+02 
       2.481663551944e-05       1.207032561689e+02 
       2.510399861532e-05       1.220541871795e+02 
       2.539468921903e-05       1.234201913645e+02 
       2.568874586128e-05       1.248015362235e+02 
       2.598620751898e-05       1.261983154228e+02 
       2.628711362033e-05       1.276106989107e+02 
       2.659150405012e-05       1.290388870771e+02 
       2.689941915497e-05       1.304830471747e+02 
       2.721089974870e-05       1.319433598774e+02 
       2.752598711771e-05       1.334200069710e+02 
       2.784472302650e-05       1.349131696698e+02 
       2.816714972316e-05       1.364230249333e+02 
       2.849330994501e-05       1.379497687987e+02 
       2.882324692423e-05       1.394935862590e+02 
       2.915700439361e-05       1.410546683301e+02 
       2.949462659235e-05       1.426332067123e+02 
       2.983615827189e-05       1.442293964059e+02 
       3.018164470189e-05       1.458434345815e+02 
       3.053113167620e-05       1.474755201688e+02 
       3.088466551895e-05       1.491258544620e+02 
       3.124229309066e-05       1.507946392959e+02 
       3.160406179447e-05       1.524820852730e+02 
       3.197001958245e-05       1.541883941223e+02 
       3.234021496189e-05       1.559137917068e+02 
       3.271469700180e-05       1.576584710774e+02 
       3.309351533936e-05       1.594226514477e+02 
       3.347672018653e-05       1.612065532806e+02 
       3.386436233670e-05       1.630103964438e+02 
       3.425649317142e-05       1.648344031065e+02 
       3.465316466720e-05       1.666787918715e+02 
       3.505442940243e-05       1.685437932595e+02 
       3.546034056430e-05       1.704296489885e+02 
       3.587095195590e-05       1.723365779682e+02 
       3.628631800334e-05       1.742648259146e+02 
       3.670649376292e-05       1.762146202357e+02 
       3.713153492848e-05       1.781862066691e+02 
       3.756149783879e-05       1.801798213835e+02 
       3.799643948495e-05       1.821957088802e+02 
       3.843641751800e-05       1.842341342068e+02 
       3.888149025657e-05       1.862953181282e+02 
       3.933171669455e-05       1.883795440333e+02 
       3.978715650898e-05       1.904870460218e+02 
       4.024787006790e-05       1.926181001353e+02 
       4.071391843841e-05       1.947729601064e+02 
       4.118536339471e-05       1.969518915143e+02 
       4.166226742632e-05       1.991551655149e+02 
       4.214469374634e-05       2.013830432673e+02 
       4.263270629988e-05       2.036358007746e+02 
       4.312636977245e-05       2.059137299315e+02 
       4.362574959863e-05       2.082170904138e+02 
       4.413091197066e-05       2.105461878282e+02 
       4.464192384727e-05       2.129012655648e+02 
       4.515885296253e-05       2.152826510637e+02 
       4.568176783484e-05       2.176906552728e+02 
       4.621073777600e-05       2.201255034515e+02 
       4.674583290039e-05       2.225875512005e+02 
       4.728712413430e-05       2.250770828699e+02 
       4.783468322530e-05       2.275944027566e+02 
       4.838858275174e-05       2.301398060812e+02 
       4.894889613242e-05       2.327136488886e+02 
       4.951569763626e-05       2.353161956003e+02 
       5.008906239218e-05       2.379477817820e+02 
       5.066906639907e-05       2.406087504557e+02 
       5.125578653583e-05       2.432994014512e+02 
       5.184930057158e-05       2.460200562143e+02 
       5.244968717596e-05       2.487710954926e+02 
       5.305702592956e-05       2.515527977878e+02 
       5.367139733447e-05       2.543655403918e+02 
       5.429288282497e-05       2.572096467841e+02 
       5.492156477828e-05       2.600854950202e+02 
       5.555752652552e-05       2.629934061669e+02 
       5.620085236271e-05       2.659337209491e+02 
       5.685162756201e-05       2.689068387632e+02 
       5.750993838297e-05       2.719130732827e+02 
       5.817587208396e-05       2.749528563853e+02 
       5.884951693379e-05       2.780265249735e+02 
       5.953096222334e-05       2.811344206300e+02 
       6.022029827745e-05       2.842769859085e+02 
       6.091761646687e-05       2.874545584858e+02 
       6.162300922037e-05       2.906675360131e+02 
       6.233657003700e-05       2.939163053949e+02 
       6.305839349846e-05       2.972012820416e+02 
       6.378857528168e-05       3.005228462447e+02 
       6.452721217146e-05       3.038813994187e+02 
